Name,Team,Number,Year
Brook Lopez,NJN,11,2012
Markieff Morris,PHO,11,2012
Sasha Pavlović,BOS,11,2012
Klay Thompson,GSW,11,2012
Earl Watson,UTA,11,2012
Nick Young,LAC,11,2012
LaMarcus Aldridge,POR,12,2012
Eric Bledsoe,LAC,12,2012
Will Bynum,DET,12,2012
Dwight Howard,ORL,12,2012
JaJuan Johnson,BOS,12,2012
Trey Johnson,NOH,12,2012
D.J. Kennedy,CLE,12,2012
Kevin Martin,HOU,12,2012
Luc Mbah,MIL,12,2012
A.J. Price,IND,12,2012
Donald Sloan,NOH,12,2012
Ish Smith,GSW,12,2012
Tyrus Thomas,CHA,12,2012
Evan Turner,PHI,12,2012
Corey Brewer,DEN,13,2012
Tyreke Evans,SAC,13,2012
James Harden,OKC,13,2012
Mike Miller,MIA,13,2012
Steve Nash,PHO,13,2012
Joakim Noah,CHI,13,2012
Mehmet Okur,NJN,13,2012
Luke Ridnour,MIN,13,2012
Kevin Séraphin,WAS,13,2012
Tristan Thompson,CLE,13,2012
Ekpe Udoh,MIL,13,2012
Delonte West,DAL,13,2012
D.J. Augustin,CHA,14,2012
Daequan Cook,OKC,14,2012
Andre Emmett,NJN,14,2012
Gerald Green,NJN,14,2012
Terrel Harris,MIA,14,2012
Lester Hudson,MEM,14,2012
Troy Murphy,LAL,14,2012
Gary Neal,SAS,14,2012
Jameer Nelson,ORL,14,2012
Nikola Peković,MIN,14,2012
Jason Smith,NOH,14,2012
Metta World,LAL,15,2012
Gustavo Ayón,NOH,15,2012
Andris Biedriņš,GSW,15,2012
Matt Bonner,SAS,15,2012
Mario Chalmers,MIA,15,2012
DeMarcus Cousins,SAC,15,2012
Jordan Crawford,WAS,15,2012
Derrick Favors,UTA,15,2012
Ryan Gomes,LAC,15,2012
Hamed Haddadi,MEM,15,2012
Tobias Harris,MIL,15,2012
Gerald Henderson,CHA,15,2012
Al Horford,ATL,15,2012
Reggie Jackson,OKC,15,2012
Amir Johnson,TOR,15,2012
Robin Lopez,PHO,15,2012
John Lucas,CHI,15,2012
Anthony Randolph,MIN,15,2012
Donald Sloan,CLE,15,2012
Hedo Türkoğlu,ORL,15,2012
Francisco Elson,PHI,16,2012
Pau Gasol,LAL,16,2012
Steve Novak,NYK,16,2012
Lou Amundson,IND,17,2012
Andrew Bynum,LAL,17,2012
Mike Dunleavy,MIL,17,2012
Courtney Fortson,LAC,17,2012
Chris Johnson,POR,17,2012
Jeremy Lin,NYK,17,2012
Anderson Varejão,CLE,17,2012
Josh Davis,MEM,18,2012
Solomon Jones,NOH,18,2012
Anthony Parker,CLE,18,2012
Ben Uzoh,TOR,18,2012
Raja Bell,UTA,19,2012
Beno Udrih,MIL,19,2012
Ray Allen,BOS,20,2012
Leandro Barbosa,TOR,20,2012
Mike Bibby,NYK,20,2012
Manu Ginóbili,SAS,20,2012
Donté Greene,SAC,20,2012
Gordon Hayward,UTA,20,2012
Larry Hughes,ORL,20,2012
Chris Johnson,NOH,20,2012
Dominique Jones,DAL,20,2012
Vernon Macklin,DET,20,2012
Cartier Martin,WAS,20,2012
Jodie Meeks,PHI,20,2012
Quincy Pondexter,MEM,20,2012
Ekpe Udoh,GSW,20,2012
Jordan Williams,NJN,20,2012
Morris Almond,WAS,21,2012
Jimmy Butler,CHI,21,2012
Wilson Chandler,DEN,21,2012
Samuel Dalembert,HOU,21,2012
Tim Duncan,SAS,21,2012
J.J. Hickson,POR,21,2012
Solomon Jones,LAC,21,2012
Jamaal Magloire,TOR,21,2012
Eduardo Nájera,CHA,21,2012
Daniel Orton,ORL,21,2012
Iman Shumpert,NYK,21,2012
Bobby Simmons,LAC,21,2012
Mychel Thompson,CLE,21,2012
Ronny Turiaf,WAS,21,2012
Greivis Vásquez,NOH,21,2012
Hakim Warrick,PHO,21,2012
David West,IND,21,2012
Thaddeus Young,PHI,21,2012
Wayne Ellington,MIN,22,2012
Rudy Gay,MEM,22,2012
Taj Gibson,CHI,22,2012
Charles Jenkins,GSW,22,2012
James Jones,MIA,22,2012
Shelvin Mack,WAS,22,2012
Anthony Morrow,NJN,22,2012
Byron Mullens,CHA,22,2012
Tayshaun Prince,DET,22,2012
Michael Redd,PHO,22,2012
Tiago Splitter,SAS,22,2012
DaJuan Summers,NOH,22,2012
Isaiah Thomas,SAC,22,2012
Marcus Camby,POR,23,2012
Eric Dawson,SAS,23,2012
Toney Douglas,NYK,23,2012
Travis Leslie,LAC,23,2012
Jason Richardson,ORL,23,2012
Walker Russell,DET,23,2012
Malcolm Thomas,SAS,23,2012
Marcus Thornton,SAC,23,2012
Lou Williams,PHI,23,2012
Kobe Bryant,LAL,24,2012
Paul George,IND,24,2012
Richard Jefferson,SAS,24,2012
Carl Landry,NOH,24,2012
Andre Miller,DEN,24,2012
Paul Millsap,UTA,24,2012
Larry Owens,NJN,24,2012
Samardo Samuels,CLE,24,2012
Brian Scalabrine,CHI,24,2012
Jan Veselý,WAS,24,2012
Marvin Williams,ATL,24,2012
James Anderson,SAS,25,2012
Anthony Carter,TOR,25,2012
Vince Carter,DAL,25,2012
Erick Dampier,ATL,25,2012
Chris Duhon,ORL,25,2012
Al Jefferson,UTA,25,2012
Timofey Mozgov,DEN,25,2012
Travis Outlaw,SAC,25,2012
Chandler Parsons,HOU,25,2012
Xavier Silas,PHI,25,2012
Mo Williams,LAC,25,2012
Shannon Brown,PHO,26,2012
Kyle Korver,CHI,26,2012
Jordan Hill,LAL,27,2012
Zaza Pachulia,ATL,27,2012
Johan Petro,NJN,27,2012
Leandro Barbosa,IND,28,2012
Jason Kapono,LAL,28,2012
Ian Mahinmi,DAL,28,2012
Mickaël Piétrus,BOS,28,2012
Jerry Smith,NJN,28,2012
Marcus Camby,HOU,29,2012
Jeff Ayres,IND,29,2012
Brandon Bass,BOS,30,2012
Norris Cole,MIA,30,2012
Stephen Curry,GSW,30,2012
Reggie Evans,LAC,30,2012
Jon Leuer,MIL,30,2012
Shane Battier,MIA,31,2012
J.J. Hickson,SAC,31,2012
Nenê Hilário,DEN,31,2012
Dennis Horner,NJN,31,2012
Darko Miličić,MIN,31,2012
Mikki Moore,GSW,31,2012
Chris Singleton,WAS,31,2012
Sebastian Telfair,PHO,31,2012
Jason Terry,DAL,31,2012
Charlie Villanueva,DET,31,2012
Darryl Watkins,NOH,31,2012
Renaldo Balkman,NYK,32,2012
Ed Davis,TOR,32,2012
Boris Diaw,CHA,32,2012
Francisco García,SAC,32,2012
Mickell Gladness,MIA,32,2012
Blake Griffin,LAC,32,2012
Richard Hamilton,CHI,32,2012
Justin Harper,ORL,32,2012
O.J. Mayo,MEM,32,2012
Hasheem Thabeet,HOU,32,2012
Luke Walton,CLE,32,2012
Sean Williams,DAL,32,2012
Ryan Anderson,ORL,33,2012
Craig Brackins,PHI,33,2012
Matt Carroll,CHA,33,2012
Boris Diaw,SAS,33,2012
Marc Gasol,MEM,33,2012
Alonzo Gee,CLE,33,2012
Danny Granger,IND,33,2012
Willie Green,ATL,33,2012
Brendan Haywood,DAL,33,2012
Grant Hill,PHO,33,2012
Jonas Jerebko,DET,33,2012
Ryan Reid,OKC,33,2012
Trey Thompkins,LAC,33,2012
Hassan Whiteside,SAC,33,2012
Shelden Williams,NJN,33,2012
Chris Wright,GSW,33,2012
Keith Benson,GSW,34,2012
Derrick Byars,SAS,34,2012
Jason Collins,ATL,34,2012
Brian Cook,LAC,34,2012
Eddy Curry,MIA,34,2012
Aaron Gray,TOR,34,2012
DeAndre Liggins,ORL,34,2012
JaVale McGee,WAS,34,2012
C.J. Miles,UTA,34,2012
Paul Pierce,BOS,34,2012
Hasheem Thabeet,POR,34,2012
Jason Thompson,SAC,34,2012
Brandan Wright,DAL,34,2012
Trevor Booker,WAS,35,2012
Brian Cardinal,DAL,35,2012
Kevin Durant,OKC,35,2012
Kenneth Faried,DEN,35,2012
Chris Kaman,NOH,35,2012
Omri Casspi,CLE,36,2012
Derek Fisher,OKC,37,2012
,,38,2012
,,39,2012
Earl Barron,GSW,40,2012
Jon Brockman,MIL,40,2012
Jeremy Evans,UTA,40,2012
Udonis Haslem,MIA,40,2012
Kurt Thomas,POR,40,2012
Kosta Koufos,DEN,41,2012
Dirk Nowitzki,DAL,41,2012
Elton Brand,PHI,42,2012
Chuck Hayes,SAC,42,2012
Nenê Hilário,WAS,42,2012
Kevin Love,MIN,42,2012
Jerry Stackhouse,ATL,42,2012
Lance Thomas,NOH,42,2012
Brian Cook,WAS,43,2012
Kris Humphries,NJN,43,2012
Dante Cunningham,MEM,44,2012
Kyrylo Fesenko,IND,44,2012
Luke Harangody,CLE,44,2012
Richard Jefferson,GSW,44,2012
Ivan Johnson,ATL,44,2012
Jerome Jordan,NYK,44,2012
Anthony Tolliver,MIN,44,2012
Chris Wilcox,BOS,44,2012
Cole Aldrich,OKC,45,2012
DeJuan Blair,SAS,45,2012
Dexter Pittman,MIA,45,2012
Gerald Wallace,NJN,45,2012
,,46,2012
,,47,2012
,,48,2012
,,49,2012
Solomon Alabi,TOR,50,2012
Lavoy Allen,PHI,50,2012
Joel Anthony,MIA,50,2012
Dan Gadzuric,NYK,50,2012
Tyler Hansbrough,IND,50,2012
Ryan Hollins,BOS,50,2012
Corey Maggette,CHA,50,2012
Emeka Okafor,NOH,50,2012
Zach Randolph,MEM,50,2012
Keyon Dooling,BOS,51,2012
Brad Miller,MIN,52,2012
,,53,2012
Kwame Brown,GSW,54,2012
Jeff Foote,NOH,54,2012
Jason Maxiell,DET,54,2012
Patrick Patterson,HOU,54,2012
Greg Stiemsma,BOS,54,2012
Josh Harrellson,NYK,55,2012
Roy Hibbert,IND,55,2012
E'Twaun Moore,BOS,55,2012
Hamady N'Diaye,WAS,55,2012
Reggie Williams,CHA,55,2012
Terrence Williams,SAC,55,2012
Sean Williams,BOS,56,2012
,,57,2012
,,58,2012
,,59,2012
,,60,2012
,,61,2012
,,62,2012
,,63,2012
,,64,2012
,,65,2012
,,66,2012
,,67,2012
,,68,2012
,,69,2012
,,70,2012
,,71,2012
,,72,2012
,,73,2012
,,74,2012
,,75,2012
,,76,2012
Vladimir Radmanović,ATL,77,2012
,,78,2012
,,79,2012
,,80,2012
,,81,2012
,,82,2012
Craig Smith,POR,83,2012
,,84,2012
Baron Davis,NYK,85,2012
,,86,2012
,,87,2012
Nicolas Batum,POR,88,2012
Christian Eyenga,LAL,88,2012
,,89,2012
,,90,2012
,,91,2012
DeShawn Stevenson,NJN,92,2012
,,93,2012
,,94,2012
,,95,2012
,,96,2012
,,97,2012
,,98,2012
,,99,2012
Al-Farouq Aminu,NOH,0,2013
Michael Beasley,PHO,0,2013
Bismack Biyombo,CHA,0,2013
Andray Blatche,BRK,0,2013
Avery Bradley,BOS,0,2013
Aaron Brooks,HOU,0,2013
Toney Douglas,SAC,0,2013
Drew Gooden,MIL,0,2013
Andrew Goudelock,LAL,0,2013
Enes Kanter,UTA,0,2013
Damian Lillard,POR,0,2013
Shawn Marion,DAL,0,2013
C.J. Miles,CLE,0,2013
Jeremy Pargo,PHI,0,2013
Thomas Robinson,SAC,0,2013
Jeff Teague,ATL,0,2013
Russell Westbrook,OKC,0,2013
Trevor Ariza,WAS,1,2013
Chauncey Billups,LAC,1,2013
Chris Bosh,MIA,1,2013
Jared Cunningham,DAL,1,2013
Goran Dragić,PHO,1,2013
Andre Drummond,DET,1,2013
Daniel Gibson,CLE,1,2013
Jordan Hamilton,DEN,1,2013
Jared Jeffries,POR,1,2013
Doron Lamb,ORL,1,2013
Scott Machado,HOU,1,2013
Tracy McGrady,SAS,1,2013
Dominic McGuire,TOR,1,2013
Darius Morris,LAL,1,2013
Alexey Shved,MIN,1,2013
Lance Stephenson,IND,1,2013
Amar'e Stoudemire,NYK,1,2013
Jeremy Tyler,ATL,1,2013
Hakim Warrick,NOH,1,2013
C.J. Watson,BRK,1,2013
Tony Wroten,MEM,1,2013
Nick Young,PHI,1,2013
Josh Childress,BRK,2,2013
DeSagana Diop,CHA,2,2013
Raymond Felton,NYK,2,2013
Landry Fields,TOR,2,2013
Kyrie Irving,CLE,2,2013
Jarrett Jack,GSW,2,2013
Wesley Johnson,PHO,2,2013
Kawhi Leonard,SAS,2,2013
Wesley Matthews,POR,2,2013
Darius Miller,NOH,2,2013
Marcus Morris,HOU,2,2013
Kyle O'Quinn,ORL,2,2013
Nate Robinson,CHI,2,2013
Thabo Sefolosha,OKC,2,2013
Josh Selby,MEM,2,2013
John Wall,WAS,2,2013
Maalik Wayns,LAC,2,2013
Marvin Williams,UTA,2,2013
Ömer Aşık,HOU,3,2013
Bradley Beal,WAS,3,2013
Rodrigue Beaubois,DAL,3,2013
Aaron Brooks,SAC,3,2013
DeMarre Carroll,UTA,3,2013
Jared Dudley,PHO,3,2013
Devin Ebanks,LAL,3,2013
Wayne Ellington,MEM,3,2013
Al Harrington,ORL,3,2013
George Hill,IND,3,2013
Stephen Jackson,SAS,3,2013
Brandon Jennings,MIL,3,2013
Perry Jones,OKC,3,2013
Ty Lawson,DEN,3,2013
Kyle Lowry,TOR,3,2013
Kenyon Martin,NYK,3,2013
Chris Paul,LAC,3,2013
Sasha Pavlović,POR,3,2013
Brandon Roy,MIN,3,2013
Rodney Stuckey,DET,3,2013
Malcolm Thomas,CHI,3,2013
Jeremy Tyler,GSW,3,2013
Dwyane Wade,MIA,3,2013
Dion Waiters,CLE,3,2013
Lou Williams,ATL,3,2013
Quincy Acy,TOR,4,2013
Jeff Adrien,CHA,4,2013
Arron Afflalo,ORL,4,2013
Darren Collison,DAL,4,2013
Nick Collison,OKC,4,2013
Marcin Gortat,PHO,4,2013
Danny Green,SAS,4,2013
Xavier Henry,NOH,4,2013
Antawn Jamison,LAL,4,2013
Chris Johnson,MEM,4,2013
Brandon Rush,GSW,4,2013
Greg Smith,HOU,4,2013
Nolan Smith,POR,4,2013
Jason Terry,BOS,4,2013
Anthony Tolliver,ATL,4,2013
Luke Walton,CLE,4,2013
James White,NYK,4,2013
Dorell Wright,PHI,4,2013
Sam Young,IND,4,2013
James Anderson,HOU,5,2013
Will Barton,POR,5,2013
Steve Blake,LAL,5,2013
Carlos Boozer,CHI,5,2013
Caron Butler,LAC,5,2013
Will Conroy,MIN,5,2013
Austin Daye,MEM,5,2013
Kevin Garnett,BOS,5,2013
Josh Howard,MIN,5,2013
Juwan Howard,MIA,5,2013
Bernard James,DAL,5,2013
Kevin Jones,CLE,5,2013
Cory Joseph,SAS,5,2013
Jason Kidd,NYK,5,2013
John Lucas,TOR,5,2013
Dominic McGuire,NOH,5,2013
Arnett Moultrie,PHI,5,2013
Jannero Pargo,CHA,5,2013
Kendrick Perkins,OKC,5,2013
J.J. Redick,MIL,5,2013
John Salmons,SAC,5,2013
Josh Smith,ATL,5,2013
Marreese Speights,MEM,5,2013
Mo Williams,UTA,5,2013
Alan Anderson,TOR,6,2013
Tyson Chandler,NYK,6,2013
Earl Clark,LAL,6,2013
Marquis Daniels,MIL,6,2013
Derek Fisher,OKC,6,2013
LeBron James,MIA,6,2013
Terrence Jones,HOU,6,2013
DeAndre Jordan,LAC,6,2013
Eric Maynor,POR,6,2013
Troy Murphy,DAL,6,2013
Jamaal Tinsley,UTA,6,2013
Carmelo Anthony,NYK,7,2013
Andrea Bargnani,TOR,7,2013
Jerryd Bayless,MEM,7,2013
Justin Dentmon,DAL,7,2013
Jimmer Fredette,SAC,7,2013
Ersan İlyasova,MIL,7,2013
Royal Ivey,PHI,7,2013
Darius Johnson-Odom,LAL,7,2013
Joe Johnson,BRK,7,2013
Brandon Knight,DET,7,2013
Carl Landry,GSW,7,2013
Jeremy Lin,HOU,7,2013
Lamar Odom,LAC,7,2013
Jannero Pargo,WAS,7,2013
J.J. Redick,ORL,7,2013
Ramon Sessions,CHA,7,2013
Jared Sullinger,BOS,7,2013
Derrick Williams,MIN,7,2013
Luke Babbitt,POR,8,2013
Marco Belinelli,CHI,8,2013
Ronnie Brewer,OKC,8,2013
José Calderón,TOR,8,2013
Randy Foye,UTA,8,2013
Danilo Gallinari,DEN,8,2013
Ben Gordon,CHA,8,2013
Jeff Green,BOS,8,2013
Malcolm Lee,MIN,8,2013
Shelvin Mack,ATL,8,2013
Roger Mason,NOH,8,2013
Patty Mills,SAS,8,2013
Jeremy Pargo,CLE,8,2013
Larry Sanders,MIL,8,2013
J.R. Smith,NYK,8,2013
Damien Wilkins,PHI,8,2013
Deron Williams,BRK,8,2013
Chris Wright,DAL,8,2013
Tony Allen,MEM,9,2013
MarShon Brooks,BRK,9,2013
Jae Crowder,DAL,9,2013
Luol Deng,CHI,9,2013
Gerald Henderson,CHA,9,2013
Tyler Honeycutt,SAC,9,2013
Serge Ibaka,OKC,9,2013
Andre Iguodala,DEN,9,2013
Rashard Lewis,MIA,9,2013
Tony Parker,SAS,9,2013
Patrick Patterson,SAC,9,2013
Pablo Prigioni,NYK,9,2013
Rajon Rondo,BOS,9,2013
Ricky Rubio,MIN,9,2013
Nikola Vučević,ORL,9,2013
Martell Webster,WAS,9,2013
Josh Akognon,DAL,10,2013
Keith Bogans,BRK,10,2013
Chase Budinger,MIN,10,2013
Alec Burks,UTA,10,2013
Carlos Delfino,HOU,10,2013
DeMar DeRozan,TOR,10,2013
Diante Garrett,PHO,10,2013
Eric Gordon,NOH,10,2013
David Lee,GSW,10,2013
Greg Monroe,DET,10,2013
Steve Nash,LAL,10,2013
Johan Petro,ATL,10,2013
Joel Przybilla,MIL,10,2013
Ish Smith,ORL,10,2013
Julyan Stone,DEN,10,2013
Chris Andersen,MIA,11,2013
James Anderson,SAS,11,2013
J.J. Barea,MIN,11,2013
Ronnie Brewer,NYK,11,2013
Mike Conley,MEM,11,2013
Jamal Crawford,LAC,11,2013
Glen Davis,ORL,11,2013
Monta Ellis,MIL,11,2013
Cory Higgins,CHA,11,2013
Jrue Holiday,PHI,11,2013
Orlando Johnson,IND,11,2013
Linas Kleiza,TOR,11,2013
Jeremy Lamb,OKC,11,2013
Courtney Lee,BOS,11,2013
Meyers Leonard,POR,11,2013
Brook Lopez,BRK,11,2013
Josh McRoberts,CHA,11,2013
Markieff Morris,PHO,11,2013
Klay Thompson,GSW,11,2013
Earl Watson,UTA,11,2013
LaMarcus Aldridge,POR,12,2013
Leandro Barbosa,BOS,12,2013
Patrick Beverley,HOU,12,2013
Eric Bledsoe,LAC,12,2013
Andrew Bogut,GSW,12,2013
Will Bynum,DET,12,2013
Terrel Harris,NOH,12,2013
Tobias Harris,ORL,12,2013
Kirk Hinrich,CHI,12,2013
Dwight Howard,LAL,12,2013
John Jenkins,ATL,12,2013
Kendall Marshall,PHO,12,2013
Luc Mbah,MIL,12,2013
A.J. Price,WAS,12,2013
Donald Sloan,NOH,12,2013
Tyrus Thomas,CHA,12,2013
Evan Turner,PHI,12,2013
D.J. White,BOS,12,2013
Corey Brewer,DEN,13,2013
Matt Carroll,CHA,13,2013
Tyreke Evans,SAC,13,2013
James Harden,HOU,13,2013
Mike James,DAL,13,2013
Fab Melo,BOS,13,2013
Mike Miller,MIA,13,2013
Joakim Noah,CHI,13,2013
Miles Plumlee,IND,13,2013
Luke Ridnour,MIN,13,2013
Kevin Séraphin,WAS,13,2013
Sebastian Telfair,TOR,13,2013
Tristan Thompson,CLE,13,2013
Ekpe Udoh,MIL,13,2013
D.J. Augustin,IND,14,2013
Daequan Cook,HOU,14,2013
Chris Copeland,NYK,14,2013
Terrel Harris,MIA,14,2013
Justin Holiday,PHI,14,2013
Damion James,BRK,14,2013
Michael Kidd-Gilchrist,CHA,14,2013
Shaun Livingston,WAS,14,2013
Shelvin Mack,PHI,14,2013
Gary Neal,SAS,14,2013
Jameer Nelson,ORL,14,2013
Tim Ohlbrecht,HOU,14,2013
Nikola Peković,MIN,14,2013
Luis Scola,PHO,14,2013
Jason Smith,NOH,14,2013
Metta World,LAL,15,2013
Andris Biedriņš,GSW,15,2013
Matt Bonner,SAS,15,2013
Mario Chalmers,MIA,15,2013
DeMarcus Cousins,SAC,15,2013
Jordan Crawford,WAS,15,2013
Toney Douglas,HOU,15,2013
Derrick Favors,UTA,15,2013
Mickaël Gelabale,MIN,15,2013
Hamed Haddadi,MEM,15,2013
Tobias Harris,MIL,15,2013
Ryan Hollins,LAC,15,2013
Al Horford,ATL,15,2013
Reggie Jackson,OKC,15,2013
Amir Johnson,TOR,15,2013
Robin Lopez,NOH,15,2013
Marcus Morris,PHO,15,2013
Anthony Randolph,DEN,15,2013
Donald Sloan,CLE,15,2013
Ish Smith,MIL,15,2013
Marreese Speights,CLE,15,2013
Hedo Türkoğlu,ORL,15,2013
Kemba Walker,CHA,15,2013
Aron Baynes,SAS,16,2013
Pau Gasol,LAL,16,2013
Steve Novak,NYK,16,2013
Lou Amundson,NOH,17,2013
Chris Douglas-Roberts,DAL,17,2013
Mike Dunleavy,MIL,17,2013
Josh McRoberts,ORL,17,2013
Garrett Temple,WAS,17,2013
P.J. Tucker,PHO,17,2013
Jonas Valančiūnas,TOR,17,2013
Anderson Varejão,CLE,17,2013
Victor Claver,POR,18,2013
Maalik Wayns,PHI,18,2013
Gustavo Ayón,ORL,19,2013
Joel Freeland,POR,19,2013
Beno Udrih,ORL,19,2013
Kent Bazemore,GSW,20,2013
Manu Ginóbili,SAS,20,2013
Gordon Hayward,UTA,20,2013
Chris Johnson,MIN,20,2013
DeQuan Jones,ORL,20,2013
Dominique Jones,DAL,20,2013
Doron Lamb,MIL,20,2013
Cartier Martin,WAS,20,2013
Jodie Meeks,LAL,20,2013
Donatas Motiejūnas,HOU,20,2013
Jermaine O'Neal,PHO,20,2013
Mickaël Piétrus,TOR,20,2013
Quincy Pondexter,MEM,20,2013
Chris Quinn,CLE,20,2013
Tornike Shengelia,BRK,20,2013
Henry Sims,NOH,20,2013
Jimmy Butler,CHI,21,2013
Wilson Chandler,DEN,21,2013
Samuel Dalembert,MIL,21,2013
Chris Duhon,LAL,21,2013
Tim Duncan,SAS,21,2013
Wayne Ellington,CLE,21,2013
Maurice Harkless,ORL,21,2013
J.J. Hickson,POR,21,2013
Tayshaun Prince,MEM,21,2013
Iman Shumpert,NYK,21,2013
Ronny Turiaf,LAC,21,2013
Greivis Vásquez,NOH,21,2013
Hakim Warrick,CHA,21,2013
David West,IND,21,2013
Thaddeus Young,PHI,21,2013
Matt Barnes,LAC,22,2013
Rudy Gay,TOR,22,2013
Taj Gibson,CHI,22,2013
Charles Jenkins,GSW,22,2013
James Jones,MIA,22,2013
Shelvin Mack,WAS,22,2013
Anthony Morrow,ATL,22,2013
Byron Mullens,CHA,22,2013
Tayshaun Prince,DET,22,2013
Brian Roberts,NOH,22,2013
Tiago Splitter,SAS,22,2013
Isaiah Thomas,SAC,22,2013
Malcolm Thomas,GSW,22,2013
Marcus Camby,NYK,23,2013
Anthony Davis,NOH,23,2013
Draymond Green,GSW,23,2013
Ben Hansbrough,IND,23,2013
Kevin Martin,OKC,23,2013
Anthony Morrow,DAL,23,2013
Jason Richardson,PHI,23,2013
Marcus Thornton,SAC,23,2013
Kobe Bryant,LAL,24,2013
Kim English,DET,24,2013
Paul George,IND,24,2013
Kris Joseph,BRK,24,2013
Andre Miller,DEN,24,2013
Paul Millsap,UTA,24,2013
Ronnie Price,POR,24,2013
Samardo Samuels,CLE,24,2013
Jarvis Varnado,MIA,24,2013
Jan Veselý,WAS,24,2013
Vince Carter,DAL,25,2013
Nando De,SAS,25,2013
Gerald Green,IND,25,2013
Al Jefferson,UTA,25,2013
DeAndre Liggins,OKC,25,2013
Timofey Mozgov,DEN,25,2013
Travis Outlaw,SAC,25,2013
Chandler Parsons,HOU,25,2013
Austin Rivers,NOH,25,2013
Kyle Singler,DET,25,2013
Marquis Teague,CHI,25,2013
Shannon Brown,PHO,26,2013
Kyle Korver,ATL,26,2013
Jordan Crawford,BOS,27,2013
Jordan Hill,LAL,27,2013
Zaza Pachulia,ATL,27,2013
Ian Mahinmi,IND,28,2013
Jeff Ayres,IND,29,2013
Earl Barron,WAS,30,2013
Brandon Bass,BOS,30,2013
Norris Cole,MIA,30,2013
Stephen Curry,GSW,30,2013
Reggie Evans,BRK,30,2013
Dahntay Jones,DAL,30,2013
Jon Leuer,MEM,30,2013
Quincy Miller,DEN,30,2013
Cole Aldrich,HOU,31,2013
Shane Battier,MIA,31,2013
Festus Ezeli,GSW,31,2013
John Henson,MIL,31,2013
Charles Jenkins,PHI,31,2013
Terrence Ross,TOR,31,2013
Chris Singleton,WAS,31,2013
Sebastian Telfair,PHO,31,2013
Charlie Villanueva,DET,31,2013
Ed Davis,TOR,32,2013
Francisco García,SAC,32,2013
Blake Griffin,LAC,32,2013
Richard Hamilton,CHI,32,2013
Lazar Hayward,MIN,32,2013
O.J. Mayo,DAL,32,2013
Khris Middleton,DET,32,2013
Mike Scott,ATL,32,2013
Ryan Anderson,NOH,33,2013
Dante Cunningham,MIN,33,2013
Boris Diaw,SAS,33,2013
Marc Gasol,MEM,33,2013
Alonzo Gee,CLE,33,2013
Danny Granger,IND,33,2013
Brendan Haywood,CHA,33,2013
Grant Hill,LAC,33,2013
Jonas Jerebko,DET,33,2013
Daniel Orton,OKC,33,2013
Mirza Teletović,BRK,33,2013
Ray Allen,MIA,34,2013
Aaron Gray,TOR,34,2013
Willie Green,LAC,34,2013
Devin Harris,ATL,34,2013
JaVale McGee,DEN,34,2013
Paul Pierce,BOS,34,2013
Greg Stiemsma,MIN,34,2013
Hasheem Thabeet,OKC,34,2013
Jason Thompson,SAC,34,2013
Brandan Wright,DAL,34,2013
Trevor Booker,WAS,35,2013
Kevin Durant,OKC,35,2013
Kenneth Faried,DEN,35,2013
Chris Kaman,DAL,35,2013
DaJuan Summers,LAC,35,2013
Omri Casspi,CLE,36,2013
Rasheed Wallace,NYK,36,2013
,,37,2013
,,38,2013
,,39,2013
Harrison Barnes,GSW,40,2013
Jeremy Evans,UTA,40,2013
Udonis Haslem,MIA,40,2013
Kurt Thomas,NYK,40,2013
Luke Zeller,PHO,40,2013
Tyler Zeller,CLE,40,2013
Kosta Koufos,DEN,41,2013
Dirk Nowitzki,DAL,41,2013
Thomas Robinson,HOU,41,2013
Tyshawn Taylor,BRK,41,2013
Jarvis Varnado,BOS,41,2013
Earl Barron,NYK,42,2013
Elton Brand,DAL,42,2013
Chuck Hayes,SAC,42,2013
Nenê Hilário,WAS,42,2013
Kevin Love,MIN,42,2013
Shavlik Randolph,BOS,42,2013
Jerry Stackhouse,BRK,42,2013
Lance Thomas,NOH,42,2013
Kris Humphries,BRK,43,2013
Kris Joseph,BOS,43,2013
Richard Jefferson,GSW,44,2013
Ivan Johnson,ATL,44,2013
Andrew Nicholson,ORL,44,2013
Jeffery Taylor,CHA,44,2013
Chris Wilcox,BOS,44,2013
Cole Aldrich,SAC,45,2013
DeJuan Blair,SAS,45,2013
Dexter Pittman,MIA,45,2013
Gerald Wallace,BRK,45,2013
,,46,2013
Andrei Kirilenko,MIN,47,2013
Nazr Mohammed,CHI,48,2013
,,49,2013
Lavoy Allen,PHI,50,2013
Joel Anthony,MIA,50,2013
Tyler Hansbrough,IND,50,2013
Corey Maggette,DET,50,2013
Emeka Okafor,WAS,50,2013
Zach Randolph,MEM,50,2013
Robert Sacre,LAL,50,2013
,,51,2013
Eddy Curry,DAL,52,2013
James Johnson,SAC,52,2013
,,53,2013
Kwame Brown,PHI,54,2013
Solomon Jones,NYK,54,2013
Jason Maxiell,DET,54,2013
Patrick Patterson,HOU,54,2013
Keyon Dooling,MEM,55,2013
Josh Harrellson,MIA,55,2013
Roy Hibbert,IND,55,2013
Viacheslav Kravtsov,DET,55,2013
E'Twaun Moore,ORL,55,2013
Kevin Murphy,UTA,55,2013
Quentin Richardson,NYK,55,2013
Reggie Williams,CHA,55,2013
Terrence Williams,BOS,55,2013
,,56,2013
,,57,2013
